Asset,Target,Group,Freq,Horizon,ControlSet,Method,Type,RMSE,MAE,MAPE,R2
CPI,CPI,C,ME,6,Heuristic-Z,VAR+Granger,Causal,0.439885,0.347606,4017306399.0369,-0.171
CPI,CPI,C,ME,6,Heuristic-Z,IV-2SLS,Causal,0.590911,0.47734,5993617236.6516,-1.0497
CPI,CPI,C,ME,1,Expert-DAG,CausalImpact,Causal,0.416172,0.340445,4425646304.787,-0.1094
CPI,CPI,C,ME,1,Expert-DAG,DML,Causal,0.619408,0.501241,7102620209.9708,-1.3015
CPI,CPI,C,ME,1,Expert-DAG,VAR+Granger,Causal,0.621179,0.490461,7967090573.4414,-1.3351
CPI,CPI,C,ME,1,Expert-DAG,IV-2SLS,Causal,0.587006,0.456418,9605130278.4387,-1.067
CPI,CPI,C,ME,3,Expert-DAG,CausalImpact,Causal,0.523949,0.43447,3544830679.3405,-0.8378
CPI,CPI,C,ME,3,Expert-DAG,DML,Causal,0.561749,0.434138,4707389733.1333,-0.8524
CPI,CPI,C,ME,3,Expert-DAG,VAR+Granger,Causal,0.615532,0.52851,6020722230.9941,-1.2929
CPI,CPI,C,ME,3,Expert-DAG,IV-2SLS,Causal,0.575474,0.490907,5110225797.4021,-0.9866
CPI,CPI,C,ME,6,Expert-DAG,CausalImpact,Causal,0.446614,0.368841,2801474948.9953,-0.2409
CPI,CPI,C,ME,6,Expert-DAG,DML,Causal,0.701127,0.526612,3541221724.0791,-1.8857
CPI,CPI,C,ME,6,Expert-DAG,VAR+Granger,Causal,0.534993,0.424755,4801431856.7577,-0.7321
CPI,CPI,C,ME,6,Expert-DAG,IV-2SLS,Causal,0.590911,0.47734,5993617236.6516,-1.0497
CPI,CPI,C,ME,1,PC-DAG,CausalImpact,Causal,0.520606,0.408239,5289833416.9701,-0.736
CPI,CPI,C,ME,1,PC-DAG,DML,Causal,0.629042,0.507464,6909555996.5554,-1.3736
CPI,CPI,C,ME,1,PC-DAG,VAR+Granger,Causal,0.51627,0.414291,8227511664.6597,-0.613
CPI,CPI,C,ME,1,PC-DAG,IV-2SLS,Causal,0.587006,0.456418,9605130278.4387,-1.067
CPI,CPI,C,ME,3,PC-DAG,CausalImpact,Causal,0.492718,0.402137,3238249069.6504,-0.6252
CPI,CPI,C,ME,3,PC-DAG,DML,Causal,0.600248,0.473798,4790950314.4478,-1.115
CPI,CPI,C,ME,3,PC-DAG,VAR+Granger,Causal,0.465152,0.364908,5005049555.4514,-0.3094
CPI,CPI,C,ME,3,PC-DAG,IV-2SLS,Causal,0.575474,0.490907,5110225797.4021,-0.9866
CPI,CPI,C,ME,6,PC-DAG,CausalImpact,Causal,0.484223,0.403484,2711870398.9255,-0.4586
CPI,CPI,C,ME,6,PC-DAG,DML,Causal,0.615622,0.45557,2826559550.6994,-1.2247
CPI,CPI,C,ME,6,PC-DAG,VAR+Granger,Causal,0.464263,0.377437,4519484473.7141,-0.3044
CPI,CPI,C,ME,6,PC-DAG,IV-2SLS,Causal,0.590911,0.47734,5993617236.6516,-1.0497
IndProd,IndProd,C,ME,1,Heuristic-Z,CausalImpact,Causal,2.156175,1.985843,1.9632,-6.0112
IndProd,IndProd,C,ME,1,Heuristic-Z,DML,Causal,0.864615,0.657865,0.6507,-0.0145
IndProd,IndProd,C,ME,1,Heuristic-Z,VAR+Granger,Causal,1.090015,0.862249,0.8553,-0.6495
IndProd,IndProd,C,ME,1,Heuristic-Z,IV-2SLS,Causal,0.913322,0.728845,0.7215,-0.132
IndProd,IndProd,C,ME,3,Heuristic-Z,CausalImpact,Causal,1.195104,0.960002,0.9573,-1.7251
IndProd,IndProd,C,ME,3,Heuristic-Z,DML,Causal,1.76383,1.196343,1.1798,-3.1048
IndProd,IndProd,C,ME,3,Heuristic-Z,VAR+Granger,Causal,1.824082,1.435911,1.4225,-3.6192
IndProd,IndProd,C,ME,3,Heuristic-Z,IV-2SLS,Causal,1.104412,0.927445,0.9175,-0.6552
IndProd,IndProd,C,ME,6,Heuristic-Z,CausalImpact,Causal,0.649539,0.490078,0.4884,0.0402
IndProd,IndProd,C,ME,6,Heuristic-Z,DML,Causal,3.623456,2.307962,2.2819,-16.323
IndProd,IndProd,C,ME,6,Heuristic-Z,VAR+Granger,Causal,1.921899,1.495821,1.4812,-4.1279
IndProd,IndProd,C,ME,6,Heuristic-Z,IV-2SLS,Causal,1.352652,1.153416,1.1406,-1.4141
IndProd,IndProd,C,ME,1,Expert-DAG,CausalImpact,Causal,2.65797,2.484946,2.4574,-9.6543
IndProd,IndProd,C,ME,1,Expert-DAG,DML,Causal,0.878868,0.671355,0.6642,-0.0482
IndProd,IndProd,C,ME,1,Expert-DAG,VAR+Granger,Causal,1.050642,0.802825,0.798,-0.5324
IndProd,IndProd,C,ME,1,Expert-DAG,IV-2SLS,Causal,0.913322,0.728845,0.7215,-0.132
IndProd,IndProd,C,ME,3,Expert-DAG,CausalImpact,Causal,0.835172,0.633164,0.6312,-0.3308
IndProd,IndProd,C,ME,3,Expert-DAG,DML,Causal,2.875353,1.814873,1.7892,-9.9084
IndProd,IndProd,C,ME,3,Expert-DAG,VAR+Granger,Causal,1.768284,1.459503,1.4452,-3.3409
IndProd,IndProd,C,ME,3,Expert-DAG,IV-2SLS,Causal,1.104412,0.927445,0.9175,-0.6552
IndProd,IndProd,C,ME,6,Expert-DAG,CausalImpact,Causal,0.67287,0.52637,0.5244,-0.03
IndProd,IndProd,C,ME,6,Expert-DAG,DML,Causal,3.270646,1.951008,1.9279,-13.1138
IndProd,IndProd,C,ME,6,Expert-DAG,VAR+Granger,Causal,1.87246,1.465181,1.4493,-3.8674
IndProd,IndProd,C,ME,6,Expert-DAG,IV-2SLS,Causal,1.352652,1.153416,1.1406,-1.4141
IndProd,IndProd,C,ME,1,PC-DAG,CausalImpact,Causal,2.753719,2.578282,2.5498,-10.4357
IndProd,IndProd,C,ME,1,PC-DAG,DML,Causal,0.899247,0.731838,0.7249,-0.0974
IndProd,IndProd,C,ME,1,PC-DAG,VAR+Granger,Causal,1.067122,0.827881,0.8209,-0.5809
IndProd,IndProd,C,ME,1,PC-DAG,IV-2SLS,Causal,0.913322,0.728845,0.7215,-0.132
IndProd,IndProd,C,ME,3,PC-DAG,CausalImpact,Causal,0.818847,0.615724,0.6137,-0.2793
IndProd,IndProd,C,ME,3,PC-DAG,DML,Causal,3.212124,1.873639,1.8446,-12.6133
IndProd,IndProd,C,ME,3,PC-DAG,VAR+Granger,Causal,1.579333,1.316659,1.3045,-2.4628
IndProd,IndProd,C,ME,3,PC-DAG,IV-2SLS,Causal,1.104412,0.927445,0.9175,-0.6552
IndProd,IndProd,C,ME,6,PC-DAG,CausalImpact,Causal,0.672717,0.527346,0.5253,-0.0296
IndProd,IndProd,C,ME,6,PC-DAG,DML,Causal,3.100614,1.93257,1.9101,-11.6845
IndProd,IndProd,C,ME,6,PC-DAG,VAR+Granger,Causal,1.810157,1.303893,1.2926,-3.5489
IndProd,IndProd,C,ME,6,PC-DAG,IV-2SLS,Causal,1.352652,1.153416,1.1406,-1.4141
UMCSENT,UMCSENT,C,ME,1,Heuristic-Z,CausalImpact,Causal,4.042415,3.105342,4999994631.1578,0.0898
UMCSENT,UMCSENT,C,ME,1,Heuristic-Z,DML,Causal,4.26093,3.491636,11846775823.2213,-0.0167
UMCSENT,UMCSENT,C,ME,1,Heuristic-Z,VAR+Granger,Causal,4.25472,3.450272,10395256272.8519,-0.0362
UMCSENT,UMCSENT,C,ME,1,Heuristic-Z,IV-2SLS,Causal,4.237295,3.180219,1509349084.155,-0.0054
UMCSENT,UMCSENT,C,ME,3,Heuristic-Z,CausalImpact,Causal,4.595641,3.681477,1229477172.7532,-0.1112
UMCSENT,UMCSENT,C,ME,3,Heuristic-Z,DML,Causal,4.951272,3.874454,10368111669.4646,-0.3794
UMCSENT,UMCSENT,C,ME,3,Heuristic-Z,VAR+Granger,Causal,4.897292,3.818449,6471948496.6169,-0.3729
UMCSENT,UMCSENT,C,ME,3,Heuristic-Z,IV-2SLS,Causal,4.252018,3.01544,4163460517.3063,-0.0124
UMCSENT,UMCSENT,C,ME,6,Heuristic-Z,CausalImpact,Causal,4.963823,3.873374,2955396128.8343,-0.2276
UMCSENT,UMCSENT,C,ME,6,Heuristic-Z,DML,Causal,5.371079,4.369578,32820662357.7376,-0.6233
UMCSENT,UMCSENT,C,ME,6,Heuristic-Z,VAR+Granger,Causal,4.579225,3.517985,10377871326.0632,-0.2003
UMCSENT,UMCSENT,C,ME,6,Heuristic-Z,IV-2SLS,Causal,4.111472,3.03899,3540973689.4579,0.0488
UMCSENT,UMCSENT,C,ME,1,Expert-DAG,CausalImpact,Causal,4.304854,3.346172,3493986236.0272,-0.0322
UMCSENT,UMCSENT,C,ME,1,Expert-DAG,DML,Causal,3.905971,3.120328,12137634272.1792,0.1456
UMCSENT,UMCSENT,C,ME,1,Expert-DAG,VAR+Granger,Causal,4.132788,3.215447,3927009220.5627,0.0223
UMCSENT,UMCSENT,C,ME,1,Expert-DAG,IV-2SLS,Causal,4.237295,3.180219,1509349084.155,-0.0054
UMCSENT,UMCSENT,C,ME,3,Expert-DAG,CausalImpact,Causal,4.444686,3.545356,1347258104.4109,-0.0394
UMCSENT,UMCSENT,C,ME,3,Expert-DAG,DML,Causal,4.557505,3.461657,11099593856.2194,-0.1687
UMCSENT,UMCSENT,C,ME,3,Expert-DAG,VAR+Granger,Causal,4.270402,3.287723,802895332.1216,-0.0439
UMCSENT,UMCSENT,C,ME,3,Expert-DAG,IV-2SLS,Causal,4.252018,3.01544,4163460517.3063,-0.0124
UMCSENT,UMCSENT,C,ME,6,Expert-DAG,CausalImpact,Causal,4.606417,3.699404,463124806.8681,-0.0572
UMCSENT,UMCSENT,C,ME,6,Expert-DAG,DML,Causal,4.93554,3.635449,14087452689.8393,-0.3707
UMCSENT,UMCSENT,C,ME,6,Expert-DAG,VAR+Granger,Causal,4.198725,3.251896,608749653.4392,-0.0091
UMCSENT,UMCSENT,C,ME,6,Expert-DAG,IV-2SLS,Causal,4.111472,3.03899,3540973689.4579,0.0488
UMCSENT,UMCSENT,C,ME,1,PC-DAG,CausalImpact,Causal,4.271682,3.325906,2033914867.1546,-0.0163
UMCSENT,UMCSENT,C,ME,1,PC-DAG,DML,Causal,4.369584,3.384766,14496280182.0765,-0.0692
UMCSENT,UMCSENT,C,ME,1,PC-DAG,VAR+Granger,Causal,4.132788,3.215447,3927009220.5627,0.0223
UMCSENT,UMCSENT,C,ME,1,PC-DAG,IV-2SLS,Causal,4.237295,3.180219,1509349084.155,-0.0054
UMCSENT,UMCSENT,C,ME,3,PC-DAG,CausalImpact,Causal,4.383399,3.507965,1227153742.4204,-0.011
UMCSENT,UMCSENT,C,ME,3,PC-DAG,DML,Causal,4.794178,3.481663,6518022174.1029,-0.2933
UMCSENT,UMCSENT,C,ME,3,PC-DAG,VAR+Granger,Causal,4.270402,3.287723,802895332.1216,-0.0439
UMCSENT,UMCSENT,C,ME,3,PC-DAG,IV-2SLS,Causal,4.252018,3.01544,4163460517.3063,-0.0124
UMCSENT,UMCSENT,C,ME,6,PC-DAG,CausalImpact,Causal,4.492333,3.587051,513034933.3904,-0.0054
UMCSENT,UMCSENT,C,ME,6,PC-DAG,DML,Causal,5.201488,3.758898,8395134963.7358,-0.5224
UMCSENT,UMCSENT,C,ME,6,PC-DAG,VAR+Granger,Causal,4.198725,3.251896,608749653.4392,-0.0091
UMCSENT,UMCSENT,C,ME,6,PC-DAG,IV-2SLS,Causal,4.111472,3.03899,3540973689.4579,0.0488
Bitcoin,BTC,D,D,1,Heuristic-Z,CausalImpact,Causal,2294.844264,1654.87406,166.1632,-0.1556
Bitcoin,BTC,D,D,1,Heuristic-Z,DML,Causal,2240.455181,1621.932795,228.1258,-0.1014
Bitcoin,BTC,D,D,1,Heuristic-Z,VAR+Granger,Causal,2168.36997,1553.464807,155.4504,-0.034
Bitcoin,BTC,D,D,1,Heuristic-Z,IV-2SLS,Causal,2148.539479,1546.770259,122.6739,-0.0152
Bitcoin,BTC,D,D,5,Heuristic-Z,CausalImpact,Causal,2156.00815,1555.52927,141.7265,-0.0126
Bitcoin,BTC,D,D,5,Heuristic-Z,DML,Causal,2256.988237,1650.229419,199.9066,-0.1157
Bitcoin,BTC,D,D,5,Heuristic-Z,VAR+Granger,Causal,2164.699697,1553.376055,148.9662,-0.0305
Bitcoin,BTC,D,D,5,Heuristic-Z,IV-2SLS,Causal,2153.942959,1552.364615,136.0115,-0.018
Bitcoin,BTC,D,D,21,Heuristic-Z,CausalImpact,Causal,2294.916527,1644.402715,145.3413,-0.1297
Bitcoin,BTC,D,D,21,Heuristic-Z,DML,Causal,2188.114985,1638.091704,280.7162,-0.0435
Bitcoin,BTC,D,D,21,Heuristic-Z,VAR+Granger,Causal,2136.929583,1535.257264,116.4291,-0.0042
Bitcoin,BTC,D,D,21,Heuristic-Z,IV-2SLS,Causal,2129.803601,1534.130174,146.6471,0.0092
Bitcoin,BTC,D,D,1,Expert-DAG,CausalImpact,Causal,2153.309354,1551.397758,163.9875,-0.0174
Bitcoin,BTC,D,D,1,Expert-DAG,DML,Causal,2229.180309,1628.585696,249.8772,-0.0904
Bitcoin,BTC,D,D,1,Expert-DAG,VAR+Granger,Causal,2151.026701,1545.331679,150.1047,-0.0175
Bitcoin,BTC,D,D,1,Expert-DAG,IV-2SLS,Causal,2148.539479,1546.770259,122.6739,-0.0152
Bitcoin,BTC,D,D,5,Expert-DAG,CausalImpact,Causal,2163.279522,1564.564451,153.6462,-0.0195
Bitcoin,BTC,D,D,5,Expert-DAG,DML,Causal,2204.202048,1601.857519,195.3392,-0.0641
Bitcoin,BTC,D,D,5,Expert-DAG,VAR+Granger,Causal,2159.873374,1553.227254,141.9673,-0.0259
Bitcoin,BTC,D,D,5,Expert-DAG,IV-2SLS,Causal,2153.942959,1552.364615,136.0115,-0.018
Bitcoin,BTC,D,D,21,Expert-DAG,CausalImpact,Causal,2167.375929,1558.743499,125.0039,-0.0076
Bitcoin,BTC,D,D,21,Expert-DAG,DML,Causal,2176.33677,1611.107078,305.6843,-0.0323
Bitcoin,BTC,D,D,21,Expert-DAG,VAR+Granger,Causal,2136.8588,1535.267061,116.4769,-0.0042
Bitcoin,BTC,D,D,21,Expert-DAG,IV-2SLS,Causal,2129.803601,1534.130174,146.6471,0.0092
Bitcoin,BTC,D,D,1,PC-DAG,CausalImpact,Causal,2169.051863,1557.300944,149.9093,-0.0324
Bitcoin,BTC,D,D,1,PC-DAG,DML,Causal,2228.979129,1620.662083,196.5259,-0.0902
Bitcoin,BTC,D,D,1,PC-DAG,VAR+Granger,Causal,2151.026701,1545.331679,150.1047,-0.0175
Bitcoin,BTC,D,D,1,PC-DAG,IV-2SLS,Causal,2148.539479,1546.770259,122.6739,-0.0152
Bitcoin,BTC,D,D,5,PC-DAG,CausalImpact,Causal,2150.136119,1549.373227,136.9598,-0.0071
Bitcoin,BTC,D,D,5,PC-DAG,DML,Causal,2215.423353,1613.784368,219.3276,-0.075
Bitcoin,BTC,D,D,5,PC-DAG,VAR+Granger,Causal,2159.873374,1553.227254,141.9673,-0.0259
Bitcoin,BTC,D,D,5,PC-DAG,IV-2SLS,Causal,2153.942959,1552.364615,136.0115,-0.018
Bitcoin,BTC,D,D,21,PC-DAG,CausalImpact,Causal,2198.473213,1569.514564,133.4735,-0.0367
Bitcoin,BTC,D,D,21,PC-DAG,DML,Causal,2203.783925,1628.752567,287.0163,-0.0585
Bitcoin,BTC,D,D,21,PC-DAG,VAR+Granger,Causal,2136.8588,1535.267061,116.4769,-0.0042
Bitcoin,BTC,D,D,21,PC-DAG,IV-2SLS,Causal,2129.803601,1534.130174,146.6471,0.0092
Ethereum,ETH,D,D,1,Heuristic-Z,CausalImpact,Causal,127.663246,87.433011,681.1538,-0.2442
Ethereum,ETH,D,D,1,Heuristic-Z,DML,Causal,121.497983,84.527385,3118.6265,-0.1288
Ethereum,ETH,D,D,1,Heuristic-Z,VAR+Granger,Causal,116.777085,81.657276,3013.8199,-0.0434
Ethereum,ETH,D,D,1,Heuristic-Z,IV-2SLS,Causal,114.840417,78.816099,131.8126,-0.0091
Ethereum,ETH,D,D,5,Heuristic-Z,CausalImpact,Causal,117.523079,80.611914,357.2388,-0.0474
Ethereum,ETH,D,D,5,Heuristic-Z,DML,Causal,123.426533,85.213491,884.8435,-0.1623
Ethereum,ETH,D,D,5,Heuristic-Z,VAR+Granger,Causal,115.645807,78.998541,420.2838,-0.0233
Ethereum,ETH,D,D,5,Heuristic-Z,IV-2SLS,Causal,115.083119,79.210904,478.7569,-0.0127
Ethereum,ETH,D,D,21,Heuristic-Z,CausalImpact,Causal,113.533748,78.192493,448.3335,0.0438
Ethereum,ETH,D,D,21,Heuristic-Z,DML,Causal,120.714486,83.990694,3114.4838,-0.1059
Ethereum,ETH,D,D,21,Heuristic-Z,VAR+Granger,Causal,114.407665,78.326655,287.0027,-0.0015
Ethereum,ETH,D,D,21,Heuristic-Z,IV-2SLS,Causal,114.403664,78.517947,154.9993,0.0049
Ethereum,ETH,D,D,1,Expert-DAG,CausalImpact,Causal,114.502891,78.476429,292.282,-0.0009
Ethereum,ETH,D,D,1,Expert-DAG,DML,Causal,121.074947,84.289923,961.7743,-0.1209
Ethereum,ETH,D,D,1,Expert-DAG,VAR+Granger,Causal,115.366974,79.884191,1647.5974,-0.0184
Ethereum,ETH,D,D,1,Expert-DAG,IV-2SLS,Causal,114.840417,78.816099,131.8126,-0.0091
Ethereum,ETH,D,D,5,Expert-DAG,CausalImpact,Causal,115.029146,78.741383,420.6226,-0.0035
Ethereum,ETH,D,D,5,Expert-DAG,DML,Causal,128.870826,89.28767,3255.5985,-0.2671
Ethereum,ETH,D,D,5,Expert-DAG,VAR+Granger,Causal,115.008719,78.870886,697.3147,-0.0121
Ethereum,ETH,D,D,5,Expert-DAG,IV-2SLS,Causal,115.083119,79.210904,478.7569,-0.0127
Ethereum,ETH,D,D,21,Expert-DAG,CausalImpact,Causal,116.394044,79.855903,308.9972,-0.005
Ethereum,ETH,D,D,21,Expert-DAG,DML,Causal,120.854992,84.612538,3778.5679,-0.1085
Ethereum,ETH,D,D,21,Expert-DAG,VAR+Granger,Causal,114.406478,78.325543,286.5743,-0.0015
Ethereum,ETH,D,D,21,Expert-DAG,IV-2SLS,Causal,114.403664,78.517947,154.9993,0.0049
Ethereum,ETH,D,D,1,PC-DAG,CausalImpact,Causal,114.259727,78.379305,235.5228,0.0033
Ethereum,ETH,D,D,1,PC-DAG,DML,Causal,123.058101,85.589873,572.1312,-0.158
Ethereum,ETH,D,D,1,PC-DAG,VAR+Granger,Causal,115.366974,79.884191,1647.5974,-0.0184
Ethereum,ETH,D,D,1,PC-DAG,IV-2SLS,Causal,114.840417,78.816099,131.8126,-0.0091
Ethereum,ETH,D,D,5,PC-DAG,CausalImpact,Causal,115.441447,79.142448,235.9068,-0.0107
Ethereum,ETH,D,D,5,PC-DAG,DML,Causal,125.674397,84.910586,1088.692,-0.2051
Ethereum,ETH,D,D,5,PC-DAG,VAR+Granger,Causal,115.008719,78.870886,697.3147,-0.0121
Ethereum,ETH,D,D,5,PC-DAG,IV-2SLS,Causal,115.083119,79.210904,478.7569,-0.0127
Ethereum,ETH,D,D,21,PC-DAG,CausalImpact,Causal,117.730791,80.623104,609.1738,-0.0282
Ethereum,ETH,D,D,21,PC-DAG,DML,Causal,119.856957,84.216908,2956.3696,-0.0903
Ethereum,ETH,D,D,21,PC-DAG,VAR+Granger,Causal,114.406478,78.325543,286.5743,-0.0015
Ethereum,ETH,D,D,21,PC-DAG,IV-2SLS,Causal,114.403664,78.517947,154.9993,0.0049
WTI Oil,WTI_oil,A,D,1,Baseline (no Z),ARIMA,Baseline,2.369682,1.728759,445409361.0936,-0.9119
WTI Oil,WTI_oil,A,D,1,Baseline (no Z),Prophet,Baseline,1.653202,1.145785,1.589,0.9645
WTI Oil,WTI_oil,A,D,1,Baseline (no Z),RandomForest,Baseline,1.768112,1.230718,24491587.6139,-0.0628
WTI Oil,WTI_oil,A,D,1,Baseline (no Z),LSTM,Baseline,19.590041,17.723793,25.7192,-3.9787
WTI Oil,WTI_oil,A,D,5,Baseline (no Z),ARIMA,Baseline,2.369682,1.728759,445409361.0936,-0.9119
WTI Oil,WTI_oil,A,D,5,Baseline (no Z),Prophet,Baseline,1.653202,1.145785,1.589,0.9645
WTI Oil,WTI_oil,A,D,5,Baseline (no Z),RandomForest,Baseline,1.734007,1.225068,42776407.0649,-0.021
WTI Oil,WTI_oil,A,D,5,Baseline (no Z),LSTM,Baseline,41.16737,36.932189,53.6668,-20.8857
WTI Oil,WTI_oil,A,D,21,Baseline (no Z),ARIMA,Baseline,2.369682,1.728759,445409361.0936,-0.9119
WTI Oil,WTI_oil,A,D,21,Baseline (no Z),Prophet,Baseline,1.653202,1.145785,1.589,0.9645
WTI Oil,WTI_oil,A,D,21,Baseline (no Z),RandomForest,Baseline,1.721743,1.212549,50081471.0697,-0.0053
WTI Oil,WTI_oil,A,D,21,Baseline (no Z),LSTM,Baseline,43.159592,38.700748,56.565,-22.8573
Nat.Gas,NatGas,A,D,1,Baseline (no Z),ARIMA,Baseline,0.20115,0.110699,3.6618,0.9288
Nat.Gas,NatGas,A,D,1,Baseline (no Z),Prophet,Baseline,14.962384,12.346921,439.9348,-392.8483
Nat.Gas,NatGas,A,D,1,Baseline (no Z),RandomForest,Baseline,0.277165,0.153002,4.9948,0.8651
Nat.Gas,NatGas,A,D,1,Baseline (no Z),LSTM,Baseline,0.337587,0.253318,8.8446,0.7995
Nat.Gas,NatGas,A,D,5,Baseline (no Z),ARIMA,Baseline,0.20115,0.110699,3.6618,0.9288
Nat.Gas,NatGas,A,D,5,Baseline (no Z),Prophet,Baseline,14.962384,12.346921,439.9348,-392.8483
Nat.Gas,NatGas,A,D,5,Baseline (no Z),RandomForest,Baseline,0.450845,0.284577,9.4799,0.643
Nat.Gas,NatGas,A,D,5,Baseline (no Z),LSTM,Baseline,0.699857,0.577805,20.5509,0.1354
Nat.Gas,NatGas,A,D,21,Baseline (no Z),ARIMA,Baseline,0.20115,0.110699,3.6618,0.9288
Nat.Gas,NatGas,A,D,21,Baseline (no Z),Prophet,Baseline,14.962384,12.346921,439.9348,-392.8483
Nat.Gas,NatGas,A,D,21,Baseline (no Z),RandomForest,Baseline,0.667004,0.477291,16.6263,0.2223
Nat.Gas,NatGas,A,D,21,Baseline (no Z),LSTM,Baseline,0.819605,0.647355,24.27,-0.1729
Gold,Gold,A,D,1,Baseline (no Z),ARIMA,Baseline,68.130583,39.827293,9826312310.7485,-1.0895
Gold,Gold,A,D,1,Baseline (no Z),Prophet,Baseline,3200.383116,2127.781946,78.3293,-11.4091
Gold,Gold,A,D,1,Baseline (no Z),RandomForest,Baseline,47.792074,27.38243,2143811742.0984,-0.0257
Gold,Gold,A,D,1,Baseline (no Z),LSTM,Baseline,857.699997,661.176369,20.6513,0.1087
Gold,Gold,A,D,5,Baseline (no Z),ARIMA,Baseline,68.130583,39.827293,9826312310.7485,-1.0895
Gold,Gold,A,D,5,Baseline (no Z),Prophet,Baseline,3200.383116,2127.781946,78.3293,-11.4091
Gold,Gold,A,D,5,Baseline (no Z),RandomForest,Baseline,47.66737,27.156269,1571289294.645,-0.019
Gold,Gold,A,D,5,Baseline (no Z),LSTM,Baseline,1209.030879,897.823539,27.1462,-0.7713
Gold,Gold,A,D,21,Baseline (no Z),ARIMA,Baseline,68.130583,39.827293,9826312310.7485,-1.0895
Gold,Gold,A,D,21,Baseline (no Z),Prophet,Baseline,3200.383116,2127.781946,78.3293,-11.4091
Gold,Gold,A,D,21,Baseline (no Z),RandomForest,Baseline,47.824187,27.218401,933753302.6368,-0.0221
Gold,Gold,A,D,21,Baseline (no Z),LSTM,Baseline,1187.810398,923.34217,28.6159,-0.7068
EUR/USD,EURUSD,B,D,1,Baseline (no Z),ARIMA,Baseline,0.004929,0.003673,99.4018,-0.0003
EUR/USD,EURUSD,B,D,1,Baseline (no Z),Prophet,Baseline,1.418227,0.81556,73.9208,-1127.7928
EUR/USD,EURUSD,B,D,1,Baseline (no Z),RandomForest,Baseline,0.003393,0.002296,738527.0191,0.5269
EUR/USD,EURUSD,B,D,1,Baseline (no Z),LSTM,Baseline,0.015104,0.013421,1.2087,0.872
EUR/USD,EURUSD,B,D,5,Baseline (no Z),ARIMA,Baseline,0.004929,0.003673,99.4018,-0.0003
EUR/USD,EURUSD,B,D,5,Baseline (no Z),Prophet,Baseline,1.418227,0.81556,73.9208,-1127.7928
EUR/USD,EURUSD,B,D,5,Baseline (no Z),RandomForest,Baseline,0.004929,0.003665,214612.7537,0.0024
EUR/USD,EURUSD,B,D,5,Baseline (no Z),LSTM,Baseline,0.024714,0.02159,1.9367,0.6573
EUR/USD,EURUSD,B,D,21,Baseline (no Z),ARIMA,Baseline,0.004929,0.003673,99.4018,-0.0003
EUR/USD,EURUSD,B,D,21,Baseline (no Z),Prophet,Baseline,1.418227,0.81556,73.9208,-1127.7928
EUR/USD,EURUSD,B,D,21,Baseline (no Z),RandomForest,Baseline,0.004946,0.003692,84321.9095,-0.0016
EUR/USD,EURUSD,B,D,21,Baseline (no Z),LSTM,Baseline,0.033194,0.027179,2.4211,0.3892
GBP/USD,GBPUSD,B,D,1,Baseline (no Z),ARIMA,Baseline,0.005851,0.004516,99.641,-0.0004
GBP/USD,GBPUSD,B,D,1,Baseline (no Z),Prophet,Baseline,1.846081,1.030924,80.205,-1674.3067
GBP/USD,GBPUSD,B,D,1,Baseline (no Z),RandomForest,Baseline,0.004471,0.003377,663176.9478,0.4154
GBP/USD,GBPUSD,B,D,1,Baseline (no Z),LSTM,Baseline,0.045792,0.042848,3.301,-0.0308
GBP/USD,GBPUSD,B,D,5,Baseline (no Z),ARIMA,Baseline,0.005851,0.004516,99.641,-0.0004
GBP/USD,GBPUSD,B,D,5,Baseline (no Z),Prophet,Baseline,1.846081,1.030924,80.205,-1674.3067
GBP/USD,GBPUSD,B,D,5,Baseline (no Z),RandomForest,Baseline,0.005873,0.004519,54475.8071,-0.0085
GBP/USD,GBPUSD,B,D,5,Baseline (no Z),LSTM,Baseline,0.04452,0.039442,3.0235,0.0154
GBP/USD,GBPUSD,B,D,21,Baseline (no Z),ARIMA,Baseline,0.005851,0.004516,99.641,-0.0004
GBP/USD,GBPUSD,B,D,21,Baseline (no Z),Prophet,Baseline,1.846081,1.030924,80.205,-1674.3067
GBP/USD,GBPUSD,B,D,21,Baseline (no Z),RandomForest,Baseline,0.0059,0.004546,113489.4327,-0.0155
GBP/USD,GBPUSD,B,D,21,Baseline (no Z),LSTM,Baseline,0.030733,0.024755,1.9031,0.5224
USD/JPY,USDJPY,B,D,1,Baseline (no Z),ARIMA,Baseline,0.904634,0.674925,99.4019,-0.0017
USD/JPY,USDJPY,B,D,1,Baseline (no Z),Prophet,Baseline,,,,
USD/JPY,USDJPY,B,D,1,Baseline (no Z),RandomForest,Baseline,0.830464,0.616112,161596012.1283,0.1578
USD/JPY,USDJPY,B,D,1,Baseline (no Z),LSTM,Baseline,30.21192,27.551406,18.3147,-15.1383
USD/JPY,USDJPY,B,D,5,Baseline (no Z),ARIMA,Baseline,0.904634,0.674925,99.4019,-0.0017
USD/JPY,USDJPY,B,D,5,Baseline (no Z),Prophet,Baseline,,,,
USD/JPY,USDJPY,B,D,5,Baseline (no Z),RandomForest,Baseline,0.915053,0.687174,73017382.242,-0.0214
USD/JPY,USDJPY,B,D,5,Baseline (no Z),LSTM,Baseline,31.382403,27.833141,18.4599,-16.7442
USD/JPY,USDJPY,B,D,21,Baseline (no Z),ARIMA,Baseline,0.904634,0.674925,99.4019,-0.0017
